row_index,column,error_type,detail
5571,instrumentalness,missing_value,
5571,speechiness,missing_value,
5581,tempo,missing_value,
5582,tempo,missing_value,
5584,instrumentalness,missing_value,
5591,danceability,missing_value,
5596,instrumentalness,missing_value,
5599,tempo,missing_value,
5608,instrumentalness,missing_value,
5611,liveness,missing_value,
5613,speechiness,missing_value,
5616,loudness,missing_value,
5616,valence,missing_value,
5622,valence,missing_value,
5631,acousticness,missing_value,
5638,danceability,missing_value,
5645,valence,missing_value,
5645,speechiness,missing_value,
5647,tempo,outlier_low,5.6132
5653,loudness,missing_value,
5653,valence,outlier_low,-0.1181
5654,danceability,outlier_high,1.0523
5655,liveness,missing_value,
5656,loudness,missing_value,
5661,energy,missing_value,
5670,instrumentalness,missing_value,
5671,speechiness,missing_value,
5672,valence,outlier_low,-0.1523
5678,danceability,missing_value,
5681,speechiness,missing_value,
5681,loudness,missing_value,
5686,valence,missing_value,
5694,valence,missing_value,
5697,speechiness,missing_value,
5702,speechiness,missing_value,
5709,acousticness,missing_value,
5716,acousticness,missing_value,
5720,liveness,missing_value,
5723,tempo,missing_value,
5723,liveness,missing_value,
5728,valence,missing_value,
5729,danceability,missing_value,
5732,danceability,missing_value,
5734,instrumentalness,missing_value,
5739,danceability,missing_value,
5745,energy,missing_value,
5746,liveness,missing_value,
5748,loudness,missing_value,
5754,energy,missing_value,
5763,loudness,missing_value,
5764,loudness,missing_value,
5768,danceability,missing_value,
5775,speechiness,missing_value,
5777,energy,missing_value,
5779,energy,missing_value,
5782,acousticness,missing_value,
5797,energy,outlier_low,-0.2072
5803,energy,missing_value,
5811,liveness,missing_value,
5812,instrumentalness,missing_value,
5813,instrumentalness,missing_value,
5816,liveness,missing_value,
5824,acousticness,missing_value,
5827,tempo,missing_value,
5835,speechiness,missing_value,
5837,tempo,missing_value,
5838,tempo,missing_value,
5839,energy,missing_value,
5840,danceability,outlier_low,-0.2469
5843,valence,missing_value,
5844,loudness,missing_value,
5844,instrumentalness,missing_value,
5846,acousticness,missing_value,
5847,speechiness,missing_value,
5850,energy,missing_value,
5856,acousticness,missing_value,
5856,speechiness,missing_value,
5857,loudness,missing_value,
5858,danceability,missing_value,
5861,tempo,missing_value,
5862,valence,missing_value,
5867,speechiness,missing_value,
5869,acousticness,missing_value,
5873,tempo,missing_value,
5874,loudness,missing_value,
5874,speechiness,missing_value,
5876,valence,missing_value,
5876,tempo,missing_value,
5878,danceability,missing_value,
5878,loudness,missing_value,
5880,danceability,missing_value,
5882,tempo,missing_value,
5886,instrumentalness,missing_value,
5893,liveness,missing_value,
5895,tempo,missing_value,
5895,valence,missing_value,
5905,danceability,missing_value,
5909,energy,missing_value,
5910,valence,missing_value,
5911,speechiness,missing_value,
5918,speechiness,missing_value,
5920,instrumentalness,missing_value,
5921,loudness,missing_value,
5921,liveness,missing_value,
5925,danceability,missing_value,
5926,energy,missing_value,
5927,danceability,missing_value,
5928,loudness,missing_value,
5940,instrumentalness,missing_value,
5942,tempo,missing_value,
5944,liveness,missing_value,
5945,valence,missing_value,
5945,tempo,outlier_low,0.8170
5955,acousticness,missing_value,
5960,danceability,missing_value,
5960,liveness,missing_value,
5964,energy,outlier_low,-0.0526
5965,energy,missing_value,
5983,energy,missing_value,
5983,liveness,missing_value,
5989,instrumentalness,missing_value,
5994,valence,missing_value,
5994,danceability,missing_value,
5997,tempo,missing_value,
5999,danceability,missing_value,
6005,instrumentalness,missing_value,
6008,instrumentalness,missing_value,
6015,loudness,missing_value,
6015,valence,missing_value,
6019,valence,missing_value,
6020,tempo,missing_value,
6029,acousticness,missing_value,
6031,danceability,outlier_low,-0.2928
6033,liveness,missing_value,
6035,loudness,missing_value,
6037,valence,missing_value,
6037,liveness,missing_value,
6038,instrumentalness,missing_value,
6040,loudness,missing_value,
6041,loudness,missing_value,
6047,tempo,missing_value,
6047,danceability,missing_value,
6054,valence,missing_value,
6061,loudness,outlier_high,9.8235
6065,speechiness,missing_value,
6067,tempo,outlier_high,369.7216
6067,speechiness,missing_value,
6069,danceability,missing_value,
6072,acousticness,missing_value,
6073,tempo,missing_value,
6076,acousticness,missing_value,
6077,valence,outlier_low,-0.0956
6081,energy,missing_value,
6083,danceability,missing_value,
6087,energy,missing_value,
6090,danceability,missing_value,
6092,speechiness,missing_value,
6098,loudness,missing_value,
6104,loudness,missing_value,
6107,energy,missing_value,
6108,acousticness,missing_value,
6110,tempo,missing_value,
6111,danceability,missing_value,
6112,valence,missing_value,
6116,speechiness,missing_value,
6122,speechiness,missing_value,
6123,speechiness,missing_value,
6124,tempo,missing_value,
6125,acousticness,missing_value,
6133,energy,missing_value,
6143,energy,outlier_high,1.4303
6145,valence,missing_value,
6150,acousticness,missing_value,
6155,speechiness,missing_value,
6155,liveness,missing_value,
6159,liveness,missing_value,
6160,liveness,missing_value,
6161,valence,missing_value,
6165,tempo,missing_value,
6167,loudness,missing_value,
6169,acousticness,missing_value,
6176,valence,outlier_high,1.2820
6179,instrumentalness,missing_value,
6181,danceability,missing_value,
6181,tempo,missing_value,
6184,loudness,missing_value,
6191,loudness,missing_value,
6194,speechiness,missing_value,
6197,energy,missing_value,
6198,energy,missing_value,
6200,loudness,missing_value,
6201,instrumentalness,missing_value,
6223,instrumentalness,missing_value,
6225,instrumentalness,missing_value,
6230,energy,missing_value,
6233,energy,missing_value,
6235,loudness,missing_value,
6235,liveness,missing_value,
6237,energy,missing_value,
6246,speechiness,missing_value,
6252,acousticness,missing_value,
6255,loudness,missing_value,
6256,speechiness,missing_value,
6261,danceability,missing_value,
6262,liveness,missing_value,
6267,valence,missing_value,
6268,loudness,missing_value,
6270,danceability,missing_value,
6270,acousticness,missing_value,
6272,danceability,missing_value,
6278,danceability,outlier_low,-0.2428
6286,loudness,missing_value,
6287,danceability,missing_value,
6289,energy,missing_value,
6294,energy,missing_value,
6295,liveness,missing_value,
6295,danceability,outlier_high,1.4819
6298,loudness,outlier_high,1.3618
6298,instrumentalness,missing_value,
6301,speechiness,missing_value,
6303,speechiness,missing_value,
6305,valence,missing_value,
6306,valence,missing_value,
6307,instrumentalness,missing_value,
6309,instrumentalness,missing_value,
6312,valence,outlier_low,-0.0901
6316,acousticness,missing_value,
6319,tempo,missing_value,
6335,speechiness,missing_value,
6338,acousticness,missing_value,
6339,instrumentalness,missing_value,
6340,instrumentalness,missing_value,
6340,energy,outlier_high,1.4260
6342,danceability,missing_value,
6344,energy,missing_value,
6345,danceability,outlier_low,-0.1022
6346,energy,outlier_high,1.4306
6352,valence,outlier_low,-0.0130
6356,liveness,missing_value,
6357,energy,missing_value,
6368,tempo,missing_value,
6378,tempo,missing_value,
6379,tempo,missing_value,
6390,valence,missing_value,
6397,instrumentalness,missing_value,
6410,liveness,missing_value,
6414,tempo,outlier_high,330.0885
6418,loudness,missing_value,
6419,energy,missing_value,
6420,tempo,missing_value,
6423,danceability,missing_value,
6424,tempo,outlier_low,6.0371
6428,speechiness,missing_value,
6440,tempo,missing_value,
6444,speechiness,missing_value,
6445,liveness,missing_value,
6446,energy,outlier_low,-0.1243
6451,acousticness,missing_value,
6454,acousticness,missing_value,
6462,tempo,missing_value,
6463,energy,outlier_low,-0.2787
6468,acousticness,missing_value,
6473,loudness,missing_value,
6473,liveness,missing_value,
6475,liveness,missing_value,
6476,valence,missing_value,
6479,danceability,outlier_high,1.1953
6480,energy,missing_value,
6481,instrumentalness,missing_value,
6489,speechiness,missing_value,
6489,liveness,missing_value,
6491,liveness,missing_value,
6492,valence,missing_value,
6496,acousticness,missing_value,
6496,speechiness,missing_value,
6507,loudness,missing_value,
6509,speechiness,missing_value,
6510,tempo,missing_value,
6512,acousticness,missing_value,
6517,instrumentalness,missing_value,
6520,speechiness,missing_value,
6522,loudness,missing_value,
6542,danceability,missing_value,
6545,danceability,missing_value,
6545,loudness,missing_value,
6547,energy,missing_value,
6548,liveness,missing_value,
6548,acousticness,missing_value,
6549,valence,outlier_low,-0.2128
6550,energy,missing_value,
6551,tempo,missing_value,
6552,energy,missing_value,
6557,valence,outlier_low,-0.2720
6560,instrumentalness,missing_value,
6567,instrumentalness,missing_value,
6571,danceability,missing_value,
6574,loudness,missing_value,
6576,liveness,missing_value,
6580,speechiness,missing_value,
6581,danceability,missing_value,
6584,loudness,missing_value,
6595,tempo,missing_value,
6596,loudness,missing_value,
6596,tempo,missing_value,
6602,energy,missing_value,
6603,valence,missing_value,
6608,tempo,missing_value,
6609,danceability,missing_value,
6615,danceability,missing_value,
6619,tempo,missing_value,
6622,instrumentalness,missing_value,
6624,energy,missing_value,
6626,acousticness,missing_value,
6632,valence,outlier_high,1.1089
6634,instrumentalness,missing_value,
6634,valence,missing_value,
6635,valence,missing_value,
6639,loudness,missing_value,
6643,speechiness,missing_value,
6645,loudness,outlier_high,6.5926
6650,danceability,outlier_high,1.2985
6654,liveness,missing_value,
6657,speechiness,missing_value,
6661,acousticness,missing_value,
6663,acousticness,missing_value,
6663,speechiness,missing_value,
6666,danceability,missing_value,
6672,tempo,missing_value,
6673,tempo,missing_value,
6676,liveness,missing_value,
6677,loudness,missing_value,
6679,instrumentalness,missing_value,
6681,valence,outlier_high,1.2332
6682,tempo,missing_value,
6683,tempo,missing_value,
6683,acousticness,missing_value,
6687,loudness,missing_value,
6688,instrumentalness,missing_value,
6688,energy,missing_value,
6694,instrumentalness,missing_value,
6696,valence,missing_value,
6698,danceability,missing_value,
6703,tempo,missing_value,
6708,speechiness,missing_value,
6711,tempo,outlier_high,361.2979
6717,speechiness,missing_value,
6718,liveness,missing_value,
6723,liveness,missing_value,
6729,valence,outlier_high,1.3606
6731,danceability,missing_value,
6734,valence,outlier_high,1.3387
6736,liveness,missing_value,
6737,liveness,missing_value,
6737,speechiness,missing_value,
6738,acousticness,missing_value,
6740,tempo,missing_value,
6740,valence,missing_value,
6744,danceability,missing_value,
6746,acousticness,missing_value,
6748,acousticness,missing_value,
6752,energy,outlier_low,-0.1857
6756,instrumentalness,missing_value,
6760,liveness,missing_value,
6762,loudness,missing_value,
6779,liveness,missing_value,
6780,instrumentalness,missing_value,
6782,tempo,missing_value,
6782,instrumentalness,missing_value,
6783,liveness,missing_value,
6803,liveness,missing_value,
6806,instrumentalness,missing_value,
6807,danceability,missing_value,
6810,liveness,missing_value,
6813,liveness,missing_value,
6813,energy,missing_value,
6815,acousticness,missing_value,
6816,energy,missing_value,
6821,danceability,missing_value,
6822,acousticness,missing_value,
6838,danceability,missing_value,
6841,danceability,missing_value,
6846,energy,missing_value,
6846,instrumentalness,missing_value,
6847,danceability,missing_value,
6854,danceability,missing_value,
6855,energy,missing_value,
6855,liveness,missing_value,
6856,tempo,missing_value,
6861,danceability,missing_value,
6863,acousticness,missing_value,
6869,liveness,missing_value,
6869,tempo,missing_value,
6869,energy,missing_value,
6872,instrumentalness,missing_value,
6890,danceability,outlier_high,1.4496
6892,liveness,missing_value,
6899,danceability,missing_value,
6904,instrumentalness,missing_value,
6905,loudness,missing_value,
6906,tempo,missing_value,
6906,acousticness,missing_value,
6909,valence,missing_value,
6910,energy,missing_value,
6910,speechiness,missing_value,
6913,tempo,missing_value,
6917,acousticness,missing_value,
6919,valence,missing_value,
6919,liveness,missing_value,
6922,energy,missing_value,
6925,danceability,outlier_high,1.3577
6931,valence,outlier_low,-0.1433
6937,energy,missing_value,
6942,energy,missing_value,
6944,danceability,missing_value,
6946,loudness,missing_value,
6946,liveness,missing_value,
6947,acousticness,missing_value,
6948,danceability,outlier_high,1.0932
6950,valence,missing_value,
6951,acousticness,missing_value,
6959,instrumentalness,missing_value,
6965,danceability,missing_value,
6966,valence,missing_value,
6971,loudness,missing_value,
6972,loudness,outlier_low,-76.0878
6982,energy,missing_value,
6987,energy,missing_value,
6989,danceability,missing_value,
6992,valence,missing_value,
6997,liveness,missing_value,
6998,speechiness,missing_value,
7000,speechiness,missing_value,
7012,liveness,missing_value,
7014,energy,missing_value,
7026,tempo,missing_value,
7027,instrumentalness,missing_value,
7028,liveness,missing_value,
7029,danceability,missing_value,
7035,energy,missing_value,
7053,instrumentalness,missing_value,
7056,danceability,outlier_low,-0.1440
7060,valence,outlier_low,-0.0925
7066,loudness,missing_value,
7069,tempo,missing_value,
7074,loudness,outlier_low,-80.0069
7078,valence,missing_value,
7079,tempo,missing_value,
7081,loudness,outlier_high,2.6674
7083,acousticness,missing_value,
7084,valence,missing_value,
7087,tempo,outlier_low,14.7162
7087,valence,missing_value,
7088,danceability,missing_value,
7092,energy,missing_value,
7094,danceability,missing_value,
7099,loudness,missing_value,
7104,liveness,missing_value,
7106,danceability,outlier_low,-0.1744
7107,energy,missing_value,
7110,tempo,outlier_high,360.6736
7112,liveness,missing_value,
7114,liveness,missing_value,
7123,danceability,missing_value,
7128,liveness,missing_value,
7130,energy,missing_value,
7130,instrumentalness,missing_value,
7131,energy,missing_value,
7131,tempo,outlier_low,9.3893
7133,liveness,missing_value,
7138,acousticness,missing_value,
7139,loudness,missing_value,
7140,tempo,missing_value,
7142,acousticness,missing_value,
7149,danceability,missing_value,
7149,speechiness,missing_value,
7152,energy,outlier_low,-0.1328
7153,loudness,missing_value,
7157,danceability,missing_value,
7160,tempo,missing_value,
7161,danceability,missing_value,
7165,acousticness,missing_value,
7167,tempo,outlier_low,12.2247
7168,tempo,missing_value,
7184,energy,missing_value,
7185,danceability,missing_value,
7196,liveness,missing_value,
7202,valence,missing_value,
7206,speechiness,missing_value,
7208,loudness,outlier_low,-72.5920
7212,instrumentalness,missing_value,
7213,energy,missing_value,
7223,acousticness,missing_value,
7226,liveness,missing_value,
7226,instrumentalness,missing_value,
7238,energy,outlier_low,-0.0424
7238,speechiness,missing_value,
7239,acousticness,missing_value,
7242,valence,missing_value,
7245,tempo,missing_value,
7248,speechiness,missing_value,
7253,energy,outlier_high,1.2526
7254,instrumentalness,missing_value,
7257,acousticness,missing_value,
7258,acousticness,missing_value,
7266,energy,missing_value,
7267,liveness,missing_value,
7269,tempo,outlier_low,10.0456
7270,tempo,missing_value,
7279,energy,missing_value,
7280,loudness,missing_value,
7287,valence,missing_value,
7289,loudness,outlier_high,2.2115
7294,valence,missing_value,
7294,liveness,missing_value,
7297,valence,missing_value,
7301,speechiness,missing_value,
7312,loudness,missing_value,
7321,danceability,missing_value,
7324,acousticness,missing_value,
7334,liveness,missing_value,
7335,loudness,missing_value,
7335,instrumentalness,missing_value,
7341,acousticness,missing_value,
7342,instrumentalness,missing_value,
7342,danceability,missing_value,
7343,danceability,missing_value,
7347,acousticness,missing_value,
7349,tempo,missing_value,
7355,valence,missing_value,
7356,liveness,missing_value,
7362,acousticness,missing_value,
7362,energy,missing_value,
7369,liveness,missing_value,
7375,danceability,missing_value,
7376,acousticness,missing_value,
7376,loudness,missing_value,
7377,energy,missing_value,
7380,tempo,missing_value,
7384,instrumentalness,missing_value,
7388,speechiness,missing_value,
7390,energy,missing_value,
7391,tempo,missing_value,
7394,loudness,missing_value,
7398,valence,missing_value,
7401,speechiness,missing_value,
7401,energy,missing_value,
7402,speechiness,missing_value,
7403,acousticness,missing_value,
7405,energy,missing_value,
7406,loudness,missing_value,
7415,acousticness,missing_value,
7416,tempo,missing_value,
7421,acousticness,missing_value,
7423,liveness,missing_value,
7425,danceability,missing_value,
7426,acousticness,missing_value,
7428,tempo,outlier_low,5.3031
7439,instrumentalness,missing_value,
7445,loudness,missing_value,
7455,danceability,missing_value,
7459,acousticness,missing_value,
7461,loudness,missing_value,
7464,energy,missing_value,
7473,speechiness,missing_value,
7477,loudness,missing_value,
7481,instrumentalness,missing_value,
7482,energy,missing_value,
7486,acousticness,missing_value,
7489,tempo,missing_value,
7492,acousticness,missing_value,
7498,danceability,missing_value,
7502,loudness,missing_value,
7512,instrumentalness,missing_value,
7513,energy,missing_value,
7518,danceability,outlier_low,-0.1779
7524,valence,outlier_high,1.1398
7527,speechiness,missing_value,
7532,loudness,missing_value,
7533,acousticness,missing_value,
7534,tempo,outlier_low,5.2314
7544,danceability,missing_value,
7545,energy,missing_value,
7547,energy,missing_value,
7548,loudness,missing_value,
7552,acousticness,missing_value,
7555,loudness,missing_value,
7561,tempo,missing_value,
7565,valence,outlier_high,1.2121
7567,acousticness,missing_value,
7572,energy,missing_value,
7573,instrumentalness,missing_value,
7578,loudness,missing_value,
7578,speechiness,missing_value,
7581,tempo,missing_value,
7590,tempo,missing_value,
7595,loudness,missing_value,
7599,valence,outlier_low,-0.0551
7603,acousticness,missing_value,
7604,valence,missing_value,
7604,tempo,missing_value,
7605,speechiness,missing_value,
7606,speechiness,missing_value,
7615,tempo,missing_value,
7617,valence,missing_value,
7617,instrumentalness,missing_value,
7620,speechiness,missing_value,
7631,valence,outlier_high,1.4448
7633,energy,missing_value,
7635,tempo,missing_value,
7648,loudness,missing_value,
7650,tempo,missing_value,
7653,tempo,missing_value,
7655,danceability,missing_value,
7661,valence,missing_value,
7665,loudness,missing_value,
7667,danceability,missing_value,
7670,tempo,missing_value,
7674,speechiness,missing_value,
7677,valence,outlier_low,-0.2501
7683,acousticness,missing_value,
7684,acousticness,missing_value,
7684,valence,missing_value,
7687,loudness,outlier_high,9.1182
7695,instrumentalness,missing_value,
7696,loudness,missing_value,
7706,valence,missing_value,
7707,acousticness,missing_value,
7708,danceability,missing_value,
7710,tempo,outlier_high,348.6569
7714,liveness,missing_value,
7720,danceability,missing_value,
7726,loudness,outlier_low,-83.9602
7727,loudness,missing_value,
7734,danceability,missing_value,
7742,energy,missing_value,
7742,loudness,missing_value,
7743,energy,missing_value,
7745,loudness,missing_value,
7749,valence,missing_value,
7750,valence,missing_value,
7750,liveness,missing_value,
7757,speechiness,missing_value,
7758,loudness,missing_value,
7759,valence,missing_value,
7762,instrumentalness,missing_value,
7765,valence,missing_value,
7766,liveness,missing_value,
7768,liveness,missing_value,
7769,tempo,missing_value,
7776,energy,missing_value,
7778,speechiness,missing_value,
7782,valence,outlier_low,-0.2206
7797,instrumentalness,missing_value,
7800,loudness,missing_value,
7800,instrumentalness,missing_value,
7809,valence,missing_value,
7811,danceability,missing_value,
7815,loudness,missing_value,
7820,instrumentalness,missing_value,
7822,liveness,missing_value,
7824,danceability,missing_value,
7824,acousticness,missing_value,
7825,valence,missing_value,
7827,liveness,missing_value,
7833,energy,missing_value,
7840,valence,outlier_low,-0.1174
7845,liveness,missing_value,
7850,tempo,missing_value,
7851,danceability,missing_value,
7851,tempo,missing_value,
7852,loudness,missing_value,
7854,tempo,missing_value,
7869,acousticness,missing_value,
7875,liveness,missing_value,
7880,valence,missing_value,
7885,energy,outlier_low,-0.0697
7887,danceability,missing_value,
7890,loudness,outlier_low,-75.0496
7895,energy,missing_value,
7896,danceability,missing_value,
7904,danceability,missing_value,
7905,liveness,missing_value,
7906,loudness,missing_value,
7911,valence,missing_value,
7916,liveness,missing_value,
7916,energy,missing_value,
7918,speechiness,missing_value,
7921,instrumentalness,missing_value,
7922,speechiness,missing_value,
7926,tempo,missing_value,
7933,valence,outlier_high,1.3520
7935,energy,outlier_low,-0.0317
7937,acousticness,missing_value,
7938,energy,missing_value,
7943,valence,outlier_low,-0.0371
7945,tempo,outlier_high,354.6448
7947,energy,missing_value,
7949,energy,missing_value,
7950,instrumentalness,missing_value,
7950,tempo,missing_value,
7951,liveness,missing_value,
7952,liveness,missing_value,
7955,loudness,missing_value,
7957,tempo,outlier_high,317.8361
7960,acousticness,missing_value,
7967,loudness,missing_value,
7969,energy,outlier_high,1.3383
7970,liveness,missing_value,
7972,energy,missing_value,
7973,danceability,missing_value,
7982,valence,missing_value,
7983,instrumentalness,missing_value,
7983,acousticness,missing_value,
7984,speechiness,missing_value,
7993,valence,outlier_high,1.3936
7998,tempo,missing_value,
8002,danceability,missing_value,
8005,loudness,missing_value,
8006,danceability,outlier_low,-0.1158
8006,tempo,missing_value,
8012,speechiness,missing_value,
8012,energy,missing_value,
8019,valence,missing_value,
8023,danceability,missing_value,
8024,loudness,missing_value,
8026,loudness,outlier_low,-70.6832
8029,energy,missing_value,
8031,energy,missing_value,
8033,speechiness,missing_value,
8043,instrumentalness,missing_value,
8044,acousticness,missing_value,
8045,energy,missing_value,
8046,speechiness,missing_value,
8060,energy,missing_value,
8065,speechiness,missing_value,
8065,valence,missing_value,
8067,energy,outlier_low,-0.1741
8069,danceability,missing_value,
8074,tempo,missing_value,
8078,speechiness,missing_value,
8078,danceability,missing_value,
8082,danceability,missing_value,
8089,energy,missing_value,
8097,energy,missing_value,
8101,valence,missing_value,
8107,tempo,missing_value,
8108,tempo,missing_value,
8109,liveness,missing_value,
8109,danceability,missing_value,
8110,energy,missing_value,
8110,valence,missing_value,
8121,tempo,missing_value,
8123,valence,missing_value,
8125,loudness,missing_value,
8125,instrumentalness,missing_value,
8136,acousticness,missing_value,
8144,loudness,missing_value,
8148,liveness,missing_value,
8150,speechiness,missing_value,
8151,valence,missing_value,
8152,tempo,missing_value,
8154,speechiness,missing_value,
8155,loudness,missing_value,
8157,instrumentalness,missing_value,
8160,liveness,missing_value,
8161,liveness,missing_value,
8162,danceability,missing_value,
8163,speechiness,missing_value,
8168,loudness,missing_value,
8169,danceability,missing_value,
8174,liveness,missing_value,
8181,instrumentalness,missing_value,
8186,tempo,missing_value,
8192,speechiness,missing_value,
8192,valence,missing_value,
8195,instrumentalness,missing_value,
8202,speechiness,missing_value,
8206,instrumentalness,missing_value,
8206,loudness,outlier_low,-73.8731
8208,speechiness,missing_value,
8212,instrumentalness,missing_value,
8214,tempo,missing_value,
8215,liveness,missing_value,
8216,loudness,outlier_high,8.8053
8222,danceability,outlier_low,-0.0482
8225,energy,outlier_high,1.3158
8226,loudness,missing_value,
8227,liveness,missing_value,
8228,tempo,missing_value,
8231,speechiness,missing_value,
8236,energy,missing_value,
8238,danceability,outlier_low,-0.2420
8244,valence,missing_value,
8247,instrumentalness,missing_value,
8248,energy,missing_value,
8249,valence,missing_value,
8256,loudness,outlier_low,-85.5882
8259,loudness,missing_value,
8261,loudness,missing_value,
8263,tempo,outlier_high,385.2305
8264,loudness,missing_value,
8264,instrumentalness,missing_value,
8270,speechiness,missing_value,
8270,tempo,missing_value,
8274,speechiness,missing_value,
8277,instrumentalness,missing_value,
8282,acousticness,missing_value,
8287,acousticness,missing_value,
8293,tempo,missing_value,
8298,tempo,missing_value,
8302,liveness,missing_value,
8310,valence,outlier_high,1.2243
8311,energy,missing_value,
8313,valence,missing_value,
8314,tempo,missing_value,
8319,valence,outlier_high,1.4794
8321,instrumentalness,missing_value,
8322,acousticness,missing_value,
8323,valence,missing_value,
8327,acousticness,missing_value,
8331,valence,missing_value,
8337,liveness,missing_value,
8339,speechiness,missing_value,
8340,instrumentalness,missing_value,
8342,tempo,missing_value,
8343,danceability,missing_value,
8346,liveness,missing_value,
8347,tempo,missing_value,
8350,energy,missing_value,
8354,speechiness,missing_value,
8354,danceability,missing_value,
8355,instrumentalness,missing_value,
8356,instrumentalness,missing_value,
8357,danceability,outlier_low,-0.2869
8361,energy,missing_value,
8363,liveness,missing_value,
8367,valence,missing_value,
8368,loudness,outlier_low,-85.2759
8369,speechiness,missing_value,
8370,danceability,missing_value,
8372,liveness,missing_value,
8382,danceability,missing_value,
8384,instrumentalness,missing_value,
8384,energy,missing_value,
8385,tempo,missing_value,
8386,acousticness,missing_value,
8388,liveness,missing_value,
8390,danceability,missing_value,
8392,liveness,missing_value,
8397,loudness,outlier_high,1.9804
8400,loudness,outlier_low,-75.1717
8411,valence,missing_value,
8411,speechiness,missing_value,
8415,speechiness,missing_value,
8415,liveness,missing_value,
8417,energy,missing_value,
8421,liveness,missing_value,
8422,instrumentalness,missing_value,
8424,valence,missing_value,
8426,loudness,missing_value,
8427,tempo,missing_value,
8429,loudness,missing_value,
8430,energy,outlier_low,-0.1583
8432,loudness,missing_value,
8435,loudness,missing_value,
8437,valence,missing_value,
8438,instrumentalness,missing_value,
8443,valence,missing_value,
8448,instrumentalness,missing_value,
8448,speechiness,missing_value,
8448,tempo,missing_value,
8449,loudness,missing_value,
8452,valence,missing_value,
8453,loudness,missing_value,
8458,tempo,outlier_low,2.7893
8464,valence,missing_value,
8467,speechiness,missing_value,
8469,liveness,missing_value,
8471,valence,missing_value,
8471,acousticness,missing_value,
8473,valence,missing_value,
8474,tempo,missing_value,
8476,energy,missing_value,
8478,tempo,missing_value,
8480,liveness,missing_value,
8481,loudness,outlier_low,-73.8986
8481,speechiness,missing_value,
8482,acousticness,missing_value,
8482,valence,missing_value,
8483,loudness,missing_value,
8484,liveness,missing_value,
8486,energy,missing_value,
8489,energy,missing_value,
8498,tempo,missing_value,
8499,acousticness,missing_value,
8504,energy,missing_value,
8505,acousticness,missing_value,
8506,loudness,missing_value,
8507,liveness,missing_value,
8512,instrumentalness,missing_value,
8514,valence,missing_value,
8515,danceability,missing_value,
8517,valence,missing_value,
8519,tempo,missing_value,
8527,tempo,missing_value,
8527,energy,missing_value,
8528,loudness,missing_value,
8528,liveness,missing_value,
8530,tempo,missing_value,
8531,speechiness,missing_value,
8532,speechiness,missing_value,
8532,tempo,outlier_high,360.8609
8536,loudness,missing_value,
8538,liveness,missing_value,
8539,instrumentalness,missing_value,
8548,energy,missing_value,
8550,energy,missing_value,
8554,danceability,missing_value,
8558,tempo,missing_value,
8559,instrumentalness,missing_value,
8572,valence,missing_value,
8573,liveness,missing_value,
8574,speechiness,missing_value,
8577,speechiness,missing_value,
8580,loudness,missing_value,
8583,loudness,missing_value,
8585,tempo,missing_value,
8587,loudness,missing_value,
8590,danceability,outlier_low,-0.2384
8597,liveness,missing_value,
8604,speechiness,missing_value,
8608,speechiness,missing_value,
8611,danceability,missing_value,
8618,loudness,missing_value,
8635,liveness,missing_value,
8638,liveness,missing_value,
8642,tempo,outlier_low,3.9745
8653,loudness,missing_value,
8655,tempo,missing_value,
8657,acousticness,missing_value,
8657,speechiness,missing_value,
8669,energy,missing_value,
8669,speechiness,missing_value,
8670,liveness,missing_value,
8672,speechiness,missing_value,
8680,danceability,missing_value,
8685,acousticness,missing_value,
8685,danceability,missing_value,
8695,danceability,missing_value,
8698,instrumentalness,missing_value,
8698,danceability,outlier_high,1.4649
8707,loudness,outlier_low,-84.7199
8716,energy,missing_value,
8721,danceability,missing_value,
8735,danceability,missing_value,
8744,valence,missing_value,
8744,instrumentalness,missing_value,
8752,loudness,missing_value,
8752,tempo,outlier_low,0.8722
8752,instrumentalness,missing_value,
8753,speechiness,missing_value,
8754,instrumentalness,missing_value,
8756,speechiness,missing_value,
8757,energy,missing_value,
8770,energy,missing_value,
8781,liveness,missing_value,
8783,speechiness,missing_value,
8787,acousticness,missing_value,
8789,speechiness,missing_value,
8793,instrumentalness,missing_value,
8794,acousticness,missing_value,
8799,acousticness,missing_value,
8800,danceability,outlier_low,-0.0477
8802,valence,missing_value,
8805,tempo,missing_value,
8807,instrumentalness,missing_value,
8813,tempo,missing_value,
8814,tempo,missing_value,
8815,tempo,missing_value,
8816,loudness,missing_value,
8818,instrumentalness,missing_value,
8823,danceability,missing_value,
8828,instrumentalness,missing_value,
8830,danceability,missing_value,
8833,tempo,outlier_low,0.7412
8839,speechiness,missing_value,
8839,instrumentalness,missing_value,
8840,danceability,missing_value,
8847,tempo,missing_value,
8851,valence,missing_value,
8858,energy,missing_value,
8860,liveness,missing_value,
8861,valence,missing_value,
8862,loudness,outlier_high,4.7202
8865,instrumentalness,missing_value,
8866,instrumentalness,missing_value,
8869,tempo,missing_value,
8869,valence,missing_value,
8875,valence,missing_value,
8879,energy,outlier_low,-0.2405
8880,danceability,missing_value,
8887,speechiness,missing_value,
8889,energy,missing_value,
8896,loudness,missing_value,
8899,speechiness,missing_value,
8908,energy,missing_value,
8919,energy,missing_value,
8920,tempo,missing_value,
8921,instrumentalness,missing_value,
8923,liveness,missing_value,
8925,instrumentalness,missing_value,
